4
-0.048785042879523954,-0.23036371703020797,-0.2865909679360801
-0.04868840040816885,-0.23053996281907152,-0.2858621129121043
-0.04859200776762518,-0.230732388430671,-0.28516131002302936
-0.04849585025841685,-0.23094080851116683,-0.2844883125551616
-0.04839991318106657,-0.2311650377067207,-0.2838428737948082
-0.0483041818360983,-0.23140489066349257,-0.2832247470282747
-0.0482086415240352,-0.23166018202764382,-0.28263368554186874
-0.04811327754540062,-0.2319307264453352,-0.2820694426218966
-0.0480180752007181,-0.2322163385627276,-0.28153177155466425
-0.04792301979051089,-0.23251683302598192,-0.2810204256264791
-0.047828096615302296,-0.2328320244812595,-0.2805351581236477
-0.04773329097561613,-0.2331617275747202,-0.28007572233247613
-0.047638588171975416,-0.23350575695252584,-0.27964187153927156
-0.04754397350490358,-0.2338639272608367,-0.2792333590303401
-0.04744943227492415,-0.23423605314581408,-0.27884993809198866
-0.04735494978256022,-0.2346219492536189,-0.27849136201052405
-0.047260511328335475,-0.23502143023041144,-0.2781573840722522
-0.04716610221277345,-0.23543431072235288,-0.2778477575634799
-0.04707170773639702,-0.2358604053756045,-0.27756223577051475
-0.046977313199730086,-0.23629952883632666,-0.27730057197966196
-0.04688290390329558,-0.23675149575068066,-0.27706251947722904
-0.04678846514761731,-0.23721612076482712,-0.2768478315495222
-0.046693982233218634,-0.23769321852492675,-0.27665626148284783
-0.04659944046062248,-0.23818260367714095,-0.27648756256351337
-0.046504825130352756,-0.23868409086762987,-0.27634148807782444
-0.04641012154293256,-0.23919749474255525,-0.27621779131208846
-0.04631531499888536,-0.23972262994807747,-0.2761162255526114
-0.046220390798734856,-0.24025931113035714,-0.2760365440857001
-0.046125334243003746,-0.2408073529355561,-0.27597850019766157
-0.04603013063221617,-0.24136657000983397,-0.27594184717480164
-0.045934765266894884,-0.2419367769993528,-0.27592633830342783
-0.04583922344756375,-0.24251778855027262,-0.2759317268698458
-0.04574349047474613,-0.2431094193087544,-0.2759577661603623
-0.045647551648965,-0.24371148392095998,-0.2760042094612847
-0.04555139227074395,-0.24432379703304907,-0.2760708100589191
-0.045454997640606565,-0.2449461732911833,-0.27615732123957226
-0.04535835305907626,-0.2455784273415229,-0.27626349628955016
-0.04526144382667607,-0.2462203738302291,-0.2763890884951601
-0.04516425524392975,-0.2468718274034628,-0.27653385114270834
-0.045066772611360384,-0.2475326027073852,-0.276697537518502
-0.04496898122949161,-0.24820251438815644,-0.27687990090884684
-0.04487086639884663,-0.24888137709193836,-0.2770806946000506
-0.044772413419948975,-0.24956900546489091,-0.27729967187841864
-0.04467360759332201,-0.2502652141531754,-0.2775365860302583
-0.044574434219489034,-0.2509698178029527,-0.27779119034187605
-0.0444748785989737,-0.25168263106038335,-0.2780632380995782
-0.04437492603229898,-0.2524034685716291,-0.27835248258967216
-0.04427456181998868,-0.25313214498284986,-0.27865867709846337
-0.044173771262566,-0.2538684749402068,-0.27898157491225917
